clust,Month,Year,Count,chirpsMean,Humidity Max,Humidity Min,Specific Humidity,Temp Max K,Temp Min K,VPD kPa,Precip Mean mm / day,EVI,NDVI,jrcStandingWater,eddi14d,eddi180d,eddi1y,eddi270d,eddi2y,eddi30d,eddi5y,eddi90d,pdsi,spei14d,spei180d,spei1y,spei270d,spei2y,spei30d,spei5y,spei90d,spi14d,spi180d,spi1y,spi270d,spi2y,spi30d,spi5y,spi90d,z
1,10,2008,2,NA,61.75722258645242,21.627604614347987,0.00542969019212749,299.2229661484166,284.97903659175023,1.5872830948482313,12.59557643380846,0.19595950982241545,0.3581333528703731,7797.73095703125,0.6955599028417067,1.789848568806191,1.4791034524749591,1.6370397786625437,1.2603829426373818,0.5970998443323474,1.1299999952316284,1.4724796699208904,-3.1655493610965992,-0.42861713880658553,-1.995723807478824,-1.3613062693098563,-1.6404621769129786,-1.1847580698706908,-0.4185327540415553,-0.1267091187567152,-1.2542292540655289,0.01744412333587519,-1.3623424673628255,-0.7921130044651196,-1.1051269386952864,-1.1324139279266907,-0.15618671900330192,0.1599999964237213,-0.3137592650655549,-0.7683721882270361
1,10,2017,1,NA,59.219213927591035,16.94916707869077,0.00441785182085209,299.03744093207825,283.1052565249935,1.630913120962267,4.710116758673965,0.19232526386231455,0.31556503992742196,9215.5074462890625,0.8522267438400974,0.3199667496060446,-0.2668333882105313,0.03039159436402162,-0.1336393330654754,0.6767411272701201,1.690000057220459,1.0625038211231543,2.193394608585296,-0.8716745918539069,-0.5878045681806765,0.9154346002071572,0.3718569846562551,0.7957311728542316,-0.5941919562860565,-1.0327671660780249,-1.1548290219795825,-0.04576506525332231,-0.9452931029627712,1.1730434239920973,0.6538115457722,1.030935319606101,-0.3863649432842168,-0.4026344843164686,-0.5899982257608146,-1.0849483353491751
1,10,2020,1,NA,49.159267346400455,12.930754332553684,0.00432784984202599,301.7097306356935,286.090561491491,2.0914504666179243,0,0.18139683028375972,0.3118549469131491,8506.505615234375,2.0636135024878013,1.9924422889366689,1.690000057220459,1.7927622042491065,1.006889040233561,2.0835627782210646,1.0792352155160017,2.0899999141693115,-1.6167102943672282,-2.08125837491673,-1.905195779344125,-1.2311998060400282,-1.4096611341756191,-0.2204338085857579,-2.0899999141693115,0.24564819973200483,-2.0899999141693115,-0.3589046297265079,-0.7004146722052187,-0.3388026304963909,-0.7731431065823792,0.2562109742868466,-0.931769538069154,0.5483616696097118,-1.3003266542753469,-1.5458212669524902
2,7,2004,2,NA,47.12933656904836,13.958183746168316,0.00856887592821523,315.215392878473,298.40188925648243,4.395264353621648,0,0.22607758022735244,0.3226722862185439,2995.3126831054688,-0.6595670280298476,0.12701422054541575,-0.3919466376295012,-0.06337077706165979,-0.263880239298238,-1.4353385009263215,0.209701386785839,0.2015953399458716,-1.007543721179908,0.536059443876399,0.03336301784229541,0.13340407482554784,0.05326124920941396,-0.0997490950937726,1.3278308718651173,-1.0971271656836787,-0.29332073434709993,0.6935039711010074,0.3152816784915427,-0.11209785607080856,0.0260205615317287,-0.5180410048065953,0.5022821224222458,-1.690000057220459,-0.20951970863455885,-0.4329832934289091
2,7,2005,2,NA,44.509808907994106,15.31755326667647,0.0095476011310043,315.952234661357,299.0962729353957,4.482435362313776,3.0855553926139407,0.2902620336281156,0.37392751688996834,2995.2532958984375,1.2111992106867029,-0.24626701434560047,-0.9565688844966876,-0.9986851341756884,-0.6597806344562184,1.365588113567171,-0.4947206016885715,0.6024284598999026,3.3744576801388457,-1.0888188585435958,0.7959656619630189,1.2769074750247713,1.608746601281304,0.9589728387426524,-1.3112165188382834,0.5400000214576721,-0.713732590447191,0.8182513052890685,1.1449999809265137,1.53000009059906,1.6740823208541444,1.179106331632957,0.6478902698198027,0.00353654392254004,-0.02827588875896824,-0.3220736416291538
2,7,2006,1,NA,47.14245087582734,18.653253869530417,0.01084324292377525,315.9255626403518,300.9565938796909,4.4584671642950715,0.6267032254449526,0.25549603465290105,0.336857724551183,5990.689392089844,-0.6599156036362183,0.22846504873192988,0.5163200788985202,0.41064591839302705,-0.1798685346142742,-0.7868101330305832,-0.0777686276131658,-0.15092194607958492,-2.0733478890031547,0.666094550956016,-0.4087540244802892,-0.5060483265420579,-0.5100288045955176,0.660922683065348,0.6334702961737014,0.02458428103325756,0.0573326084130713,0.8027841182905019,-1.1789323166654693,-0.39149280139918285,-1.0645145223095545,0.924461844105144,0.6884516572372101,-0.29592057196208155,-0.02302615899552884,-0.30188734648414073
2,7,2008,1,NA,48.64419393361703,16.16215211300305,0.00959752438933322,314.4310053659128,299.96947156663106,4.206998267578537,10.628735462409145,0.2190047462709222,0.278539105970316,3744.0991821289063,0.14785453798733286,1.3287380724889704,1.240198379497232,1.055528707433825,1.6659178317337475,0.7781442547188803,0.9200173606087594,1.090335514586321,-1.3341570477504974,0.10262691387702004,-0.7959846170324261,-0.7800342415459774,-0.42147025988654024,-1.4500000476837158,-0.5354647326807406,-0.626219208321126,-0.997378420032824,1.2253298141520654,0.21283596597123952,0.12775109341932522,0.4954204790279464,-0.8618718489380145,1.1444584438810947,0.09170002137106244,0.6636556954489187,0.6309822460219882
2,7,2010,2,NA,46.98045748386928,14.430206608133403,0.00905892802673499,315.2131903424645,298.31434511956485,4.305461627270064,0,0.2321183120943564,0.31213284980263295,1497.6826171875,-0.2379823803729739,-1.3152810015893146,0.2703993214615915,-0.5076168392446154,1.0027043612953628,-0.2159771620533731,2.0899999141693115,-0.8830133359926624,2.534847744341146,0.19090373625600393,1.1604192660153017,0.32518093879598137,0.8231930091663789,-0.20596712698353548,0.03096738431192358,-1.8353159425538896,0.7083167236630739,0.6935039711010074,0.7777106079223125,0.7723445171349556,1.0131133565953565,0.5742789949467727,0.5022821224222458,-0.32719306925396313,-0.20951970863455885,-0.4456493480664579
2,8,2005,1,NA,56.371622607600045,20.469143137622535,0.01073873534534711,314.0937032160617,298.8945545518395,3.8442864108910024,5.599107229567838,0.2717616244259311,0.3684254685068541,2995.2007446289063,-1.0086509529598062,-0.04044867749819704,-1.2308020391754757,-0.6539600382758335,-0.7904899609110615,-0.5953683367347358,-0.8057752945999269,0.5038703619236491,2.976121594319966,0.8893675244005651,0.33026132688331244,1.6108052948730225,1.332179644803859,1.0795227034731416,0.6150222634094582,0.6180960545527369,-0.4731138109958354,0.5907313720438986,0.6135896303261027,1.5700000524520874,1.4100000858306885,1.151643909536856,0.5769880151069801,0.04523377168600392,0.3003778089611708,-0.03458035723165027
2,8,2008,2,NA,52.71467453573679,17.82284160545711,0.01019339528580851,313.83399663916424,299.76179274212507,3.9534292630985615,5.267220440398829,0.2261932418776337,0.29775709426120883,2246.466796875,0.08665146968643234,1.3817670037006708,1.208369477715181,1.0603210416496938,1.53000009059906,-0.00300176421319869,1.013774135723401,0.6497642996455115,-0.8044261035334115,0.08957183167772305,-1.3096598031714537,-0.6913791618627307,-0.470543531424757,-1.4274498737261736,0.3703629581328612,-0.6388272246087906,-0.26457012227907895,0.5537471601921711,-0.10013707926493046,0.3894005395357804,0.624507127004149,-0.7551542231006066,0.8023966088057943,0.1375579962589571,0.967082648347844,0.7740275051532293
2,8,2010,2,NA,48.80801549437251,13.961343151285927,0.0084375723468108,314.3345577552586,297.184747411634,4.138107562169643,0,0.20259289933388944,0.2773481141116631,1497.6826171875,0.5525858481989558,-0.9176518627954158,0.06734595135168638,-0.8950789987290976,0.9407570449678588,-0.1471206480514357,2.0899999141693115,-0.6287033946995004,1.9985277104383188,-0.6546502802544321,0.5286774189603549,0.5299021737387681,1.0957485968302554,-0.3286479299810744,-0.08677947366552806,-2.0104111848991417,0.334078415674174,0.12575063076590667,-0.42110392166817073,0.8418843773889914,1.0179588586464146,0.5907538186695269,-0.31645904800896296,-0.38249573697001527,-0.7342889134225248,-1.1707793540539144
2,8,2014,1,NA,61.30960663287886,22.653823654651728,0.01132549570605652,313.37158949515333,298.2314955910121,3.5514298126112247,15.066074424989312,0.19840859348312903,0.2845882140281615,1497.6826171875,-1.5114346242844148,0.9958213024277158,0.2470857863428165,1.223062937048693,0.4145253236550588,-1.508328509123977,-0.1374636242591332,-0.7965176166292748,-1.6161006099105115,1.41631595482884,-0.91548930029169,-0.2051058225858967,-1.1694388247899967,-0.291071278698202,1.3948441754585303,0.5198185004194376,0.887129748380164,1.1570524254088237,-0.21313689391670224,-0.10464892510806906,-0.8592598235657599,-0.11112601240569392,1.1203255238086491,0.44155872694252407,0.974389153742476,1.8380762676127236
